file,model,dataset,confidence,correct
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,1
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,1
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,1
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,1
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,1
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,1
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,1
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,1
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,1
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,1
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,1
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,1
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,1
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,1
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,1
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,1
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,1
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,1
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,1
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,1
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,1
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,1
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,1
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,1
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,1
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,1
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,1
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,1
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
results/fusion/biomistral_biomistral_7b_fusion_majority_answer_hypmed_v3_space_medmcqa_original1000.jsonl,biomistral_biomistral_7b,medmcqa,0.0,0
